feature_id,coherence_score,top_words
2284,0.519445494594187,"Ġmedicine, ĠMedicine, Ġmedicines, Ġmedication, Ġpsychiatry"
19911,0.5183739089776718,"Ġdiagnosed, diagn, Ġdiagnoses, Ġdiagnosis, Ġdiagnose"
20874,0.5157080637264153,"Ġbiological, Ġbiologically, ĠBiological, Ġbiology, Ġbiochemical"
4209,0.507189035366206,"Ġtissue, Ġtissues, Ġanatomical, Ġorgans, Ġanatomy"
19019,0.49465977781427717,"ĠAlzheimer, Ġdementia, ĠParkinson, ĠAlz, ĠALS"
17589,0.48723437590465063,"Ġchronic, ĠChronic, Ġchronically, Ġacute, Ġdebilitating"
15947,0.48658964013717865,"ĠMedicine, Ġmedicine, Medic, ĠSurgery, ĠPhysicians"
13881,0.4832812321892396,"Ġnursing, ĠNursing, Ġbreastfeeding, Ġnurs, Ġnurses"
7926,0.4791343629843883,"Ġsymptoms, ĠSymptoms, Ġsymptom, ptoms, Ġsympt"
11683,0.47709994654176746,"Ġbreast, ĠBreast, Ġbreasts, Ġnipple, Ġbreastfeeding"
19108,0.4715375369621626,"Ġliver, ĠLiver, Ġhepat, Ġhep, Ġkidneys"
21607,0.4696033896919015,"Ġclinic, Ġclinics, ĠClinic, Ġdispensary, ĠClin"
17692,0.4585581246386789,"Ġgenetically, ĠGMOs, Ġbiologically, ĠGMO, Ġchemically"
17872,0.4552771234226612,"ĠHospital, ĠHosp, Ġhospital, Ġhospitals, hospital"
9494,0.45411251719513196,"Ġhospital, Ġhospitals, ĠHospital, hospital, ospital"
22785,0.4489950710801584,"Ġhospitals, ĠHosp, Ġhospital, Ġpharmacies, Ġclinics"
12651,0.4439982304949576,"Ġsick, ĠSick, Ġsickness, Ġnause, Ġtired"
24136,0.44385978304525453,"Ġdepression, ĠDepression, Ġdepressive, Ġdepressed, Ġantidepressant"
15251,0.4405541022450186,"Ġsurgical, Ġimplant, Ġimplants, Ġsurg, Ġsurgeons"
20076,0.42792934067284505,"Ġorgans, Ġorgan, Ġkidneys, Ġtissues, gans"
8163,0.42208842548302294,"Ġanxiety, ĠAnxiety, xiety, Ġanx, Ġanxious"
10460,0.420490600478798,"Ġtumor, Ġtum, Ġtumors, Ġmetast, Ġcancer"
15822,0.41162806115018863,"brain, Brain, ĠBrain, Ġ~/., stress"
1416,0.4092971956429557,"Ġblood, ividual, ozyg, blood, emetery"
9208,0.3981217782979071,"Ġantibiotics, Ġantibiotic, Ġantib, Ġantim, icrobial"
2658,0.38988616032589507,"Ġnerve, Ġnerves, Ġnervous, Ġartery, Ġneuron"
6961,0.3855595928511997,"ĠDisease, ĠDiseases, azar, ĠMercury, ĠDecay"
15929,0.3508662097066954,"Ġimmun, ĠImmun, Ġinoc, Ġvaccinations, Ġvaccination"
5736,0.3434266117624716,"Ġsuicides, ĠSuicide, Ġsuicide, Ġsuicidal, Su"
2629,0.3268748926379251,"Ġsteroids, Ġsteroid, ĠSter, Ġtestosterone, Ġdoping"
12735,0.2212737820894585,"ĠDepression, ĠRecession, ARP, ĠProhibition, ĠReconstruction"
5550,0.20894750496884673,"Ġmedical, medical, live, rial, ĠMedical"
12480,0.14668282839269103,"Ġbreach, Ġcaptivity, Ġremission, Ġmalnutrition, Ġbrowsing"
23226,0.12537511682405272,"Ġslee, ĠMuscle, Ġejac, ĠIdea, Ġheadache"
1111,0.11317335100016516,"ĠClinical, ĠClin, ĠClinic, ĠApplied, ĠComprehensive"
21161,0.11296098944869709,"Ġcancer, ansas, iamond, cand, Ġstakes"
